지점,지점명,일시,평균기온(°C),평균최고기온(°C),월합강수량(00~24h만)(mm),합계 일조시간(hr),합계 일사량(MJ/m2)
99,파주,Jun-16,21.5,28,28.6,239.8,
99,파주,Jul-16,24.4,29.4,377.9,174.5,
99,파주,Aug-16,26,31.8,31.9,253.7,
99,파주,Sep-16,21.1,27.7,26.4,221,
99,파주,Oct-16,13.7,20.8,249.9,192.8,
99,파주,Nov-16,4.7,11.1,15.8,166.9,
99,파주,Dec-16,-0.6,5.2,62.1,168.8,
99,파주,Jan-17,-3.9,2.5,12.8,217.1,
99,파주,Feb-17,-2.3,4.1,16.5,212.2,
99,파주,Mar-17,3.8,11.7,9,246.2,
99,파주,Apr-17,11.7,19.2,65.7,256,
99,파주,May-17,16.8,24.6,44.1,299.6,
99,파주,Jun-17,20.9,28,42.7,290.2,
99,파주,Jul-17,25.3,30,364.3,135.5,
99,파주,Aug-17,23.7,29,318.1,174.6,
99,파주,Sep-17,19.1,26.5,23.1,239.4,
99,파주,Oct-17,13,20.3,9.8,158.4,
99,파주,Nov-17,2.8,9.4,16.8,168.8,
99,파주,Dec-17,-4.6,0.6,24.9,170.4,
99,파주,Jan-18,-6.8,-0.8,6.1,200.4,
99,파주,Feb-18,-4.2,2.7,28.6,216.3,
99,파주,Mar-18,5.8,12.4,36.3,207.8,
99,파주,Apr-18,10.6,17.7,122.4,220.8,
99,파주,May-18,16,22.6,208.2,236,
99,파주,Jun-18,20.8,27.4,137,230.2,
99,파주,Jul-18,25.5,30.9,127.4,245.2,
99,파주,Aug-18,26.5,32.2,129.5,230.2,
99,파주,Sep-18,19.2,25.8,50.3,220.6,
99,파주,Oct-18,10.3,18.4,102,220.4,
99,파주,Nov-18,5,12.4,50.5,165.2,
99,파주,Dec-18,-3.2,3.3,11.2,199.7,
99,파주,Jan-19,-4,3.6,0.2,219.8,
99,파주,Feb-19,-1.2,5.4,23.3,195.2,
99,파주,Mar-19,4.7,11.9,25.5,207.9,
99,파주,Apr-19,10.1,17.4,38.6,221.6,
99,파주,May-19,17.3,25,37.1,314.4,
99,파주,Jun-19,20.6,26.3,62.2,222.8,
99,파주,Jul-19,24.3,29.2,259.6,158.8,
99,파주,Aug-19,25.1,30.3,161.9,250.1,
99,파주,Sep-19,20.3,25.7,283.2,164,
99,파주,Oct-19,13.9,21,30.4,228.3,
99,파주,Nov-19,4.8,12.1,72.2,192.3,
99,파주,Dec-19,-0.8,4.3,28.2,157.5,
99,파주,Jan-20,-0.6,5.3,82.3,193.5,
99,파주,Feb-20,0.6,6.7,54.3,176.4,
99,파주,Mar-20,5.7,12.9,12.1,262.3,
99,파주,Apr-20,9.3,16.9,17.5,290,
99,파주,May-20,16.4,22.9,131.8,190.4,
99,파주,Jun-20,22,27.8,131.4,227.6,
99,파주,Jul-20,22.7,27.2,231.2,162.3,
99,파주,Aug-20,25.2,28.9,682.6,108.1,
99,파주,Sep-20,19.3,25,195.7,198.8,
99,파주,Oct-20,11.2,19.2,3.5,233.1,
99,파주,Nov-20,5.4,12.1,64.2,171.9,
99,파주,Dec-20,-3.3,3.1,5.7,203.3,
99,파주,Jan-21,-5.1,1.5,12.9,192.8,
99,파주,Feb-21,0.5,7.2,10,197.1,
99,파주,Mar-21,6.7,14,112.4,242.6,
99,파주,Apr-21,12.2,19,106.4,234.8,
99,파주,May-21,15.5,21.9,243,212.8,
99,파주,Jun-21,21.1,26.7,50.4,198.9,
99,파주,Jul-21,26.1,31.4,93.6,256.6,
99,파주,Aug-21,24.1,29.3,183.3,180.1,
99,파주,Sep-21,20.6,26.5,93.5,209.4,
99,파주,Oct-21,13,19.8,79.4,190.5,263.31
99,파주,Nov-21,5.5,12.7,47.2,176,266.77
99,파주,Dec-21,-1.9,4.4,5.8,193.1,250.9
99,파주,Jan-22,-5.2,1.9,7.2,218.6,300.18
99,파주,Feb-22,-3.6,3.5,2.6,222,359.52
99,파주,Mar-22,5.3,12.2,103.3,195.4,420.08
99,파주,Apr-22,12.4,19.8,19.5,271.2,615.58
99,파주,May-22,16.4,24,12.7,301.9,724.48
99,파주,Jun-22,21.2,26.1,509.9,156.6,462.03
99,파주,Jul-22,25.4,30.1,290.2,187.4,546.57
99,파주,Aug-22,24.1,28.3,353.5,160.6,458.58
99,파주,Sep-22,19.5,26,152.4,214.8,486.17
99,파주,Oct-22,11.6,18.8,181.6,217.2,393.27
99,파주,Nov-22,7.1,14.4,89.2,171.1,274.56
99,파주,Dec-22,-5.8,0.4,8.4,207.1,278.45
99,파주,Jan-23,-4.5,1.6,42.9,185.3,274.02
99,파주,Feb-23,-0.4,6.2,1,200.7,348.52
99,파주,Mar-23,6.8,14.8,14.7,238.2,483.55
99,파주,Apr-23,11.8,18.3,102.3,185.5,485.12
99,파주,May-23,17.2,24.2,139.2,232.7,636.87
99,파주,Jun-23,21.5,26.9,212,188.7,589.53
99,파주,Jul-23,25.2,29.5,441,157.9,514.7
99,파주,Aug-23,25.2,29.7,247.8,160.1,495.95
99,파주,Sep-23,21.6,27.2,43.1,168,444.31
99,파주,Oct-23,12.9,20.5,46.5,203,410.35
99,파주,Nov-23,4.7,10.4,75.5,167.4,273.12
99,파주,Dec-23,-1.1,4.1,72,145.6,220.14
99,파주,Jan-24,-2.9,2.4,12.1,175.1,273.26
99,파주,Feb-24,1.6,7,71.9,130.1,269.59
99,파주,Mar-24,4.7,11.7,20.4,210.8,471.67
99,파주,Apr-24,14,21.8,23.3,215.5,541.26
99,파주,May-24,16.3,22.9,130.7,241,636.51
99,파주,Jun-24,22.2,29.2,56.7,280.2,717.99
99,파주,Jul-24,25.3,29.1,871,103.1,434.63
99,파주,Aug-24,27.4,32.6,92.1,236.2,598.78
99,파주,Sep-24,23,28.5,114.2,175.4,443.05
99,파주,Oct-24,13.8,20.4,52.4,160.8,356.24
99,파주,Nov-24,7,14.2,22.3,181.5,290.72
99,파주,Dec-24,-2.7,3.8,5.5,202.8,281.12
100,대관령,Jan-15,-5.2,0.2,21.4,191.3,272.96
100,대관령,Feb-15,-3.5,1.4,19.9,197.6,322.08
100,대관령,Mar-15,2,8.3,21.5,296,547.25
100,대관령,Apr-15,7.6,13.5,62.7,226,462.7
100,대관령,May-15,14.7,21.6,13,329.3,699.1
100,대관령,Jun-15,16.1,21.9,88.2,219.9,553.1
100,대관령,Jul-15,19,23,135.6,164.2,466.89
100,대관령,Aug-15,20,25.1,308.2,212.6,510.52
100,대관령,Sep-15,14,19.9,65.7,206.2,440.01
100,대관령,Oct-15,9.2,15.7,35.5,255.1,416.45
100,대관령,Nov-15,4.2,7.9,194.7,99.1,177.76
100,대관령,Dec-15,-2.2,2.5,15.5,173.5,222.59
100,대관령,Jan-16,-7.1,-2.1,2.6,227.7,301.19
100,대관령,Feb-16,-4.1,0.8,39,210,347.78
100,대관령,Mar-16,1.9,7.5,18.4,221.1,452.05
100,대관령,Apr-16,8.9,15.7,84.5,252.7,545.77
100,대관령,May-16,14,21.1,46.8,321.3,696.47
100,대관령,Jun-16,17.2,23,64.3,277.8,611.06
100,대관령,Jul-16,20.1,24.4,421.3,206.2,477.65
100,대관령,Aug-16,20.5,25.7,260.4,253.8,540.88
100,대관령,Sep-16,15.9,20.6,102.1,160,324.85
100,대관령,Oct-16,9.8,15.2,78.3,185.8,302.49
100,대관령,Nov-16,2.5,7.4,13.3,211.6,275.14
100,대관령,Dec-16,-2.7,2.3,53,191.4,236.62
100,대관령,Jan-17,-6.2,-0.9,22.3,241.8,299.91
100,대관령,Feb-17,-4.3,0.9,7.2,241.8,384.32
100,대관령,Mar-17,0.3,6.1,17.8,239.3,451.66
100,대관령,Apr-17,8.8,15.2,61.1,286,584.4
100,대관령,May-17,13.8,20.1,31.6,314,666.37
100,대관령,Jun-17,15.8,21.8,73,279.9,607.07
100,대관령,Jul-17,21.5,25.1,355.4,207.8,465.82
100,대관령,Aug-17,19.2,23,293.3,176.8,405.16
100,대관령,Sep-17,14.6,20.2,69.3,252,479.29
100,대관령,Oct-17,9,14.4,53.3,192.1,319.44
100,대관령,Nov-17,1.2,6,32.4,237,301.67
100,대관령,Dec-17,-6.6,-2.1,8.6,240.5,280.79
100,대관령,Jan-18,-8.5,-3.2,4.3,238.3,304.65
100,대관령,Feb-18,-6.5,-1.2,43.2,233.3,350.85
100,대관령,Mar-18,2.3,7.4,72.9,231,445.11
100,대관령,Apr-18,8.1,13.9,128.7,268.4,550.5
100,대관령,May-18,12.5,18.2,203,265,565.92
100,대관령,Jun-18,17.1,22.8,83.5,267.3,602.53
100,대관령,Jul-18,21.4,25.8,228,239.5,556.56
100,대관령,Aug-18,21.1,25.5,542.6,183,478.48
100,대관령,Sep-18,14.2,18.7,195.4,132.1,358.66
100,대관령,Oct-18,6.9,12.9,158.4,225.6,344.73
100,대관령,Nov-18,2.7,8.8,50.4,170.1,227.38
100,대관령,Dec-18,-5,0.7,21,207.4,227.76
100,대관령,Jan-19,-5.6,0.4,0.5,238.5,269.29
100,대관령,Feb-19,-3.3,2.1,16.7,216.2,329.59
100,대관령,Mar-19,1.6,7.3,48.5,229.2,471.59
100,대관령,Apr-19,6.2,12.3,59.9,236.5,567.23
100,대관령,May-19,14.5,21.6,5.6,320.7,761.87
100,대관령,Jun-19,16.3,21.9,168.5,250.1,642.59
100,대관령,Jul-19,20.2,23.8,183.8,164.9,492.46
100,대관령,Aug-19,21,25.6,205.8,220.4,564.3
100,대관령,Sep-19,16.1,21.3,251.5,149.2,385.85
100,대관령,Oct-19,10.1,15.3,176.9,179.3,352.08
100,대관령,Nov-19,2.9,9.4,78.4,184.9,289.37
100,대관령,Dec-19,-2.8,2.2,2.4,200.3,282.16
100,대관령,Jan-20,-3.2,1.6,86.3,175.4,279.03
100,대관령,Feb-20,-2.7,2.5,45.5,216.5,384.2
100,대관령,Mar-20,2.1,8.4,39.1,273.6,559.7
100,대관령,Apr-20,4.8,11.1,64.2,263.2,613.78
100,대관령,May-20,12.8,18.6,104.6,248.4,638.57
100,대관령,Jun-20,18.7,24.3,157.5,239.5,651.1
100,대관령,Jul-20,17.9,22.3,382.3,169.8,509.92
100,대관령,Aug-20,22.2,25.8,296.7,133,407.6
100,대관령,Sep-20,14.7,19.1,551,152.3,383.28
100,대관령,Oct-20,7.9,14.6,1.8,221.5,427.69
100,대관령,Nov-20,3.4,8.9,22.6,205.7,326.01
100,대관령,Dec-20,-5.4,-0.4,4.2,221.4,307.9
100,대관령,Jan-21,-7.3,-1.8,7.8,204.9,310.63
100,대관령,Feb-21,-2,3.8,2.2,226.8,379.72
100,대관령,Mar-21,3,9.2,86.2,231.9,493.87
100,대관령,Apr-21,7.5,13.5,98.4,257.8,604.86
100,대관령,May-21,11.8,17.3,154,225.5,587.01
100,대관령,Jun-21,16.8,21.7,78.6,185.1,565.43
100,대관령,Jul-21,21.4,26.4,124.8,263.8,688.81
100,대관령,Aug-21,19.6,23.6,217.2,116,385.83
100,대관령,Sep-21,15.7,19.8,153.9,153.9,406.56
100,대관령,Oct-21,9.7,15.8,65.2,183.6,369.84
100,대관령,Nov-21,2.7,8.7,32.6,193.8,305.65
100,대관령,Dec-21,-3.9,1.3,6.4,207.9,291.96
100,대관령,Jan-22,-6.9,-0.7,1.3,233.1,338.91
100,대관령,Feb-22,-6.4,-0.6,2.2,251.3,417.09
100,대관령,Mar-22,2.2,8,76.6,226.4,475.59
100,대관령,Apr-22,9.2,15.3,43.5,280,630.56
100,대관령,May-22,13.4,20,9.3,310.7,750.69
100,대관령,Jun-22,17.2,21.8,245.2,184.3,533.66
100,대관령,Jul-22,21.3,26.1,173.3,179.6,563.54
100,대관령,Aug-22,20.6,24.3,415.6,137.1,428.34
100,대관령,Sep-22,15.2,21.2,206.5,199.8,458.29
100,대관령,Oct-22,8.2,14.1,145.4,166.7,366.8
100,대관령,Nov-22,4.5,11.7,40,208.4,321.04
100,대관령,Dec-22,-7.8,-2.4,2.3,123.1,298.2
100,대관령,Jan-23,-6.3,-0.9,27,114.6,319.42
100,대관령,Feb-23,-3.2,2.3,3.5,181.9,354.19
100,대관령,Mar-23,4.4,11.2,17.8,247.2,529.28
100,대관령,Apr-23,8.1,14.3,54.5,218.4,583.13
100,대관령,May-23,13.5,19.7,92.5,223,638.07
100,대관령,Jun-23,17.9,23.4,194.3,211.2,643.72
100,대관령,Jul-23,21.9,26.7,181.9,149.7,556.43
100,대관령,Aug-23,21.4,25.7,303.8,142,504.06
100,대관령,Sep-23,17,21.6,190.2,139.9,431.29
100,대관령,Oct-23,9,15.9,31.2,209.7,426.47
100,대관령,Nov-23,2.7,8,39.9,188.2,308.68
100,대관령,Dec-23,-4.1,0.5,155.2,160.8,249.41
100,대관령,Jan-24,-5.7,-1.1,16.8,130.4,301.53
100,대관령,Feb-24,-2.9,1.2,119.6,,265.17
100,대관령,Mar-24,0.4,5.8,52.7,112.6,432.38
100,대관령,Apr-24,9.6,16.2,53.9,214,530.35
100,대관령,May-24,13.2,19.9,64.9,264.7,573.93
100,대관령,Jun-24,18.6,24.8,110.9,289.4,695.96
100,대관령,Jul-24,22,25.5,211.6,148.4,468.15
100,대관령,Aug-24,22.8,27.8,95.2,233.3,596.01
100,대관령,Sep-24,18.5,23.4,249,147.3,396.67
100,대관령,Oct-24,10.2,16.1,163.6,146,321.05
100,대관령,Nov-24,4.1,9.7,29.3,166.2,274.61
100,대관령,Dec-24,-4.3,0,2.2,219.6,303.59
101,춘천,Jan-15,-2.7,2.7,18.2,175.2,238.85
101,춘천,Feb-15,-0.3,5.5,27.3,165.4,267.82
101,춘천,Mar-15,5.5,13,13.5,265,471.36
101,춘천,Apr-15,12.3,18.9,106.7,204.2,452.47
101,춘천,May-15,19.1,25.9,34.7,285.8,618.99
101,춘천,Jun-15,23.4,29.9,46.8,252.1,607.91
101,춘천,Jul-15,25,29.5,233.6,162.9,456.13
101,춘천,Aug-15,25.6,30.9,46.8,215.4,501.48
101,춘천,Sep-15,20.4,27.1,4.8,232.4,453.97
101,춘천,Oct-15,13.7,20.6,61,208.8,351.13
101,춘천,Nov-15,7.9,12,142.1,90.1,164.56
101,춘천,Dec-15,0,4.7,22.3,147.3,188.63
101,춘천,Jan-16,-4.7,1.1,0.4,186.7,250
101,춘천,Feb-16,-1.2,4.8,54.8,181.9,286.61
101,춘천,Mar-16,5.9,12.7,49.6,228,433.79
101,춘천,Apr-16,14,21.2,98,231.9,503.49
101,춘천,May-16,18.9,25.9,109.1,262.5,594.12
101,춘천,Jun-16,23.4,29,93.2,241.2,573.3
101,춘천,Jul-16,25.2,29.4,617.1,152.9,438.09
101,춘천,Aug-16,26.5,31.8,33.2,220.8,523.53
101,춘천,Sep-16,21.2,26.6,76.2,175.6,391.01
101,춘천,Oct-16,14.6,20.3,108.2,175.3,310.56
101,춘천,Nov-16,5.4,10.7,14.9,137,212.1
101,춘천,Dec-16,0.1,4.9,79.1,127.7,196.96
101,춘천,Jan-17,-3,3.1,15.1,185,260.72
101,춘천,Feb-17,-1.2,5.1,13,203.7,333.75
101,춘천,Mar-17,5,12.2,15.9,210.9,428.2
101,춘천,Apr-17,13.6,20.5,56.5,253.3,543.97
101,춘천,May-17,19.1,25.9,22,272.8,623.47
101,춘천,Jun-17,22.8,29.2,88.9,258.9,631.98
101,춘천,Jul-17,26.6,30.1,530.4,126.1,428.04
101,춘천,Aug-17,24.5,28.8,343.1,146.8,425.35
101,춘천,Sep-17,19.5,25.8,32.2,209.5,461.76
101,춘천,Oct-17,13.9,20.3,50,187.6,355.66
101,춘천,Nov-17,3.7,9.5,23.1,167.6,249.31
101,춘천,Dec-17,-3.9,1,27,165.1,229.47
101,춘천,Jan-18,-5.5,0.3,5.9,186.7,274.35
101,춘천,Feb-18,-3,3.4,36.5,201.9,323.46
101,춘천,Mar-18,7.3,13.5,32.8,203.2,418.73
101,춘천,Apr-18,12.4,19.3,139.5,217.7,498.66
101,춘천,May-18,17.7,23.5,201.9,231.5,566.15
101,춘천,Jun-18,23.1,29.1,104.1,252,622.37
101,춘천,Jul-18,26.7,31.5,213.6,245,598.56
101,춘천,Aug-18,27.3,32.3,389.5,232.7,545.21
101,춘천,Sep-18,19.6,25.3,69.9,207.8,449.98
101,춘천,Oct-18,10.9,17.5,127.5,188.7,325.79
101,춘천,Nov-18,5.6,11.7,63.5,134.3,209.29
101,춘천,Dec-18,-2.8,3.3,16.8,178.8,223.95
101,춘천,Jan-19,-3.5,4.1,1.3,210.4,261.3
101,춘천,Feb-19,0,6.4,29,193.9,296.58
101,춘천,Mar-19,5.7,12.5,38.7,187.9,368.69
101,춘천,Apr-19,11.3,18.3,49.4,201.2,442.86
101,춘천,May-19,19,26.5,27.1,309.1,612.37
101,춘천,Jun-19,22.1,28,76.4,249.3,558.2
101,춘천,Jul-19,25.6,29.9,238.6,158.7,429.86
101,춘천,Aug-19,26.2,31.2,192.3,238.5,512.34
101,춘천,Sep-19,21.3,26.4,142.6,126.6,340.61
101,춘천,Oct-19,14.7,20.6,50.3,183,350.93
101,춘천,Nov-19,5.6,11.6,63.1,160.2,253.7
101,춘천,Dec-19,-0.1,4.4,14.4,130,200.48
101,춘천,Jan-20,-0.1,5.7,80,167.7,255.19
101,춘천,Feb-20,1.4,7.2,54.2,174.7,310.84
101,춘천,Mar-20,7,13.9,13.8,235.7,486.87
101,춘천,Apr-20,10.5,17.5,14.4,267.1,581.2
101,춘천,May-20,18.1,23.8,118.3,208.9,567.78
101,춘천,Jun-20,24.2,29.8,75.8,241.9,618.77
101,춘천,Jul-20,23.8,28.1,174.3,150.5,481.37
101,춘천,Aug-20,26.1,29.5,773.7,101.1,351.26
101,춘천,Sep-20,19.7,24.8,157.2,166.9,404.53
101,춘천,Oct-20,11.9,19.4,0.1,210.9,384.61
101,춘천,Nov-20,6.1,12.6,84.2,176.5,270.91
101,춘천,Dec-20,-2.7,3.8,4.9,182.6,253.75
101,춘천,Jan-21,-4.7,1.5,17.7,171.3,256.88
101,춘천,Feb-21,1.2,8,6.6,195.6,328.03
101,춘천,Mar-21,7.8,14.8,104.1,207.1,445.14
101,춘천,Apr-21,13.1,19.9,121.7,224.3,537.02
101,춘천,May-21,16.4,22.3,172.3,202.2,539.65
101,춘천,Jun-21,22.3,27.7,99.7,207.7,585.1
101,춘천,Jul-21,27.3,32.8,169.5,262.5,659.51
101,춘천,Aug-21,24.9,29.5,129.6,158.6,449.57
101,춘천,Sep-21,21.3,26.7,106,198.2,454.82
101,춘천,Oct-21,14,20,60.6,153.7,322.46
101,춘천,Nov-21,6.3,12.8,53,164.8,255.2
101,춘천,Dec-21,-1.2,4.5,5.1,157.4,227.56
101,춘천,Jan-22,-4.2,3,2.8,193.5,281.03
101,춘천,Feb-22,-2.4,4.9,6.6,215.8,357.96
101,춘천,Mar-22,6.6,13.2,103,192.4,410.29
101,춘천,Apr-22,14,21.6,28.5,262.3,597.63
101,춘천,May-22,18.1,25.3,10.9,302.9,699.14
101,춘천,Jun-22,22.6,27.4,402.5,171,491.59
101,춘천,Jul-22,26.6,31.3,208.2,187.3,559.64
101,춘천,Aug-22,25.2,29,491.7,141.1,426.66
101,춘천,Sep-22,20.5,26.7,256.7,199.4,457.96
101,춘천,Oct-22,12.7,19.4,137.3,180.9,354.56
101,춘천,Nov-22,7.5,14.7,69.5,165.9,258.62
101,춘천,Dec-22,-4.9,1.2,10.7,173.5,230.9
101,춘천,Jan-23,-4.1,2.2,52.3,161.4,256.75
101,춘천,Feb-23,0.3,6.9,1.1,194.6,344.85
101,춘천,Mar-23,8,16.3,9.3,242,493.82
101,춘천,Apr-23,12.5,18.7,90.6,174.4,484.96
101,춘천,May-23,18,24.7,115.6,249.5,642.24
101,춘천,Jun-23,22.5,28.1,263.2,226.5,636.34
101,춘천,Jul-23,25.9,30.7,313.5,165.6,527.54
101,춘천,Aug-23,26,30.6,215.2,173.5,516.99
101,춘천,Sep-23,21.9,27.1,122.8,147.5,429.48
101,춘천,Oct-23,12.9,19.6,28.2,163.1,363.99
101,춘천,Nov-23,5.2,11.1,86.2,150.1,259.71
101,춘천,Dec-23,-0.8,4.6,91.8,130.4,208.82
101,춘천,Jan-24,-2.1,3.5,9.3,157,258.9
101,춘천,Feb-24,2.1,7.8,54.3,112.8,263.58
101,춘천,Mar-24,5.5,12,44.3,180.8,427.33
101,춘천,Apr-24,15,22,31.4,198.3,531.57
101,춘천,May-24,17.4,24.1,117.8,249.5,659.64
101,춘천,Jun-24,23.5,29.9,141.8,284,692.15
101,춘천,Jul-24,25.8,29.7,439.9,114.2,457.84
101,춘천,Aug-24,28,32.9,76.4,227.2,603.47
101,춘천,Sep-24,23.3,28.1,207.4,158.2,433.29
101,춘천,Oct-24,14.5,19.8,64.9,135.2,332.01
101,춘천,Nov-24,7.6,14.4,29.7,170.6,290.84
101,춘천,Dec-24,-1.6,4.6,2.4,162.6,243.33
102,백령도,Jan-15,-0.6,1.9,22.2,180.9,
102,백령도,Feb-15,0.5,3,14,180.1,
102,백령도,Mar-15,4,7.7,6.4,241,
102,백령도,Apr-15,10.1,14.1,15.7,247.5,
102,백령도,May-15,14.6,18.4,41.2,296.6,
102,백령도,Jun-15,19.3,23,44.4,253.8,
102,백령도,Jul-15,22.6,25.8,237.4,185,
102,백령도,Aug-15,24.2,27.3,81.5,231.8,
102,백령도,Sep-15,20.8,24.3,13.6,262.9,
102,백령도,Oct-15,15.2,18.2,38.6,216.4,
102,백령도,Nov-15,8.7,11.1,58.1,82.3,
102,백령도,Dec-15,3.5,5.9,28.4,112.6,
102,백령도,Jan-16,-1.9,0.2,5.7,112.3,
102,백령도,Feb-16,0.6,3,66.5,181.2,
102,백령도,Mar-16,5,8.2,35.3,246.3,
102,백령도,Apr-16,10.3,14.6,64.8,201.6,
102,백령도,May-16,15.9,19.8,128,260,
102,백령도,Jun-16,20,23.5,25.2,185.7,
102,백령도,Jul-16,22.7,25.6,177.4,160,
102,백령도,Aug-16,24.8,27.7,54.4,251.1,
102,백령도,Sep-16,20.4,23.9,30.7,213.7,
102,백령도,Oct-16,15,17.8,90.7,180.9,
102,백령도,Nov-16,7.5,9.7,17.1,119.9,
102,백령도,Dec-16,3,5.6,38.2,153.7,
102,백령도,Jan-17,-0.2,2.1,16.5,147.4,
102,백령도,Feb-17,0.3,2.8,12.2,189.5,
102,백령도,Mar-17,4.8,8.1,8.8,239.4,
102,백령도,Apr-17,10.3,14.6,20.1,245.6,
102,백령도,May-17,15.9,20.3,10.2,310,
102,백령도,Jun-17,19.7,23.8,11.8,280.4,
102,백령도,Jul-17,24.4,27.4,89.8,107.7,
102,백령도,Aug-17,23.9,26.7,126.3,180,
102,백령도,Sep-17,20.7,23.7,4.2,254.9,
102,백령도,Oct-17,15,17.8,9.5,207,
102,백령도,Nov-17,6.8,9.6,7.4,172.1,
102,백령도,Dec-17,0.4,3.3,18.3,125.2,
102,백령도,Jan-18,-2.9,-0.7,10.5,102.5,
102,백령도,Feb-18,-1.8,0.8,2.6,158.8,
102,백령도,Mar-18,4.1,7.7,22.6,192,
102,백령도,Apr-18,9.3,12.8,89.5,207.6,
102,백령도,May-18,13.2,17.1,62.5,211,621.3
102,백령도,Jun-18,18.3,22.3,101.9,178.5,626.45
102,백령도,Jul-18,23,26.1,181.7,189,618.28
102,백령도,Aug-18,24.9,28.3,194.9,271.4,660.12
102,백령도,Sep-18,19.8,22.6,44.2,213.8,526.42
102,백령도,Oct-18,13.9,16.6,36.4,247.2,469.54
102,백령도,Nov-18,9.2,11.7,56.6,133.7,282.97
102,백령도,Dec-18,1.1,3.5,27.7,113.5,221.58
102,백령도,Jan-19,0.8,3.2,0.1,175.8,281.37
102,백령도,Feb-19,0.9,3.5,21.1,181.6,339.28
102,백령도,Mar-19,4.9,8.2,23.5,198.8,475.51
102,백령도,Apr-19,9.1,13.1,23.7,227,576.52
102,백령도,May-19,15.2,19.8,28.9,301.6,765.12
102,백령도,Jun-19,18,21.4,48.5,193.8,608.68
102,백령도,Jul-19,22.2,25.7,128.7,172.3,568.86
102,백령도,Aug-19,24,27.3,52.4,258.8,656.4
102,백령도,Sep-19,20.5,23.5,144.4,191.8,468.31
102,백령도,Oct-19,15.7,18.7,9.6,221.5,425.59
102,백령도,Nov-19,9.3,12,83.2,165.1,281.44
102,백령도,Dec-19,3.7,6.6,31.3,98.4,196.74
102,백령도,Jan-20,2.8,4.9,40.9,168.1,272.53
102,백령도,Feb-20,2.7,5,28.4,136.4,304.91
102,백령도,Mar-20,6.1,9.2,6.9,263.6,581.49
102,백령도,Apr-20,9.4,12.4,20.5,307.8,710.41
102,백령도,May-20,13.7,17.2,223.2,150.7,541.13
102,백령도,Jun-20,18.9,22.7,119.4,184.6,603.06
102,백령도,Jul-20,21,24.3,214.3,195.8,611.74
102,백령도,Aug-20,23.8,26,302.9,62.3,360.34
102,백령도,Sep-20,20.4,23.3,232.9,220.5,501.19
102,백령도,Oct-20,15.1,17.8,22.5,229.1,438.38
102,백령도,Nov-20,9.4,12.1,37.4,148.2,262.91
102,백령도,Dec-20,2.4,4.9,9.1,111.1,209.37
102,백령도,Jan-21,-1,1.8,64.5,114.8,231.25
102,백령도,Feb-21,2.1,5.6,4.6,176.4,345.43
102,백령도,Mar-21,6.1,9.4,68,205.2,485.2
102,백령도,Apr-21,10.9,14.8,67.1,238.5,601.52
102,백령도,May-21,14.5,18.3,67.3,248.8,682.22
102,백령도,Jun-21,18.7,22.5,178.5,173.3,577.25
102,백령도,Jul-21,24,27.4,39.7,242.3,649.78
102,백령도,Aug-21,23.6,26.5,346.4,175.6,505.26
102,백령도,Sep-21,21.4,24.1,164.4,211.8,504.76
102,백령도,Oct-21,16.1,18.7,60.7,193.4,393.66
102,백령도,Nov-21,10.2,13.5,46.2,129.2,238
102,백령도,Dec-21,3.5,6.5,12.4,120,210.76
102,백령도,Jan-22,0,2.6,12.2,173.5,285.68
102,백령도,Feb-22,0.2,2.7,4.9,172.8,345.94
102,백령도,Mar-22,5.4,8.3,69.8,181.2,467.53
102,백령도,Apr-22,10.3,14,3.7,252.3,637.17
102,백령도,May-22,14.3,18.2,5.1,249.7,708.6
102,백령도,Jun-22,19.3,22.4,219.8,107.8,464.8
102,백령도,Jul-22,23.7,27,255,174.3,613.71
102,백령도,Aug-22,23.6,26.7,155.9,187.3,535.72
102,백령도,Sep-22,20.2,23.2,145.8,231.4,534.24
102,백령도,Oct-22,13.8,16.5,82.9,217.1,457.36
102,백령도,Nov-22,10.3,13.1,40.9,146.9,256.85
102,백령도,Dec-22,0.1,2.8,25.1,121.1,212.79
102,백령도,Jan-23,-0.1,2.5,37.7,153.3,260.65
102,백령도,Feb-23,1.9,4.4,1.6,205.9,355.53
102,백령도,Mar-23,6,9.3,2.4,207.5,509.78
102,백령도,Apr-23,10.5,14,52.4,192,560.48
102,백령도,May-23,15.1,18.9,136.7,216.6,642.34
102,백령도,Jun-23,19.5,23.2,95.7,230.5,670.07
102,백령도,Jul-23,23.9,27,141.9,177.2,606.59
102,백령도,Aug-23,24.6,27.6,249.1,208.6,586.28
102,백령도,Sep-23,21.9,25.1,18.1,199.2,491.36
102,백령도,Oct-23,16.5,19.6,19.9,214.8,441.98
102,백령도,Nov-23,7.9,10.8,107.7,123.8,252.2
102,백령도,Dec-23,2.2,4.3,74.8,84.4,174.06
102,백령도,Jan-24,0.7,3.2,15.2,139.2,241.02
102,백령도,Feb-24,2.4,4.7,53.3,145.8,314.5
102,백령도,Mar-24,5.6,8.9,28.5,229.9,530.97
102,백령도,Apr-24,11.6,16,70.7,227.8,622.73
102,백령도,May-24,14.9,18.5,64.1,242.3,681.18
102,백령도,Jun-24,20.4,24.9,45.6,278.7,762.86
102,백령도,Jul-24,23.4,26,178.3,102.7,461.47
102,백령도,Aug-24,26.3,29.6,130.8,231.5,630.5
