지점,지점명,일시,평균기온(°C),평균최고기온(°C),월합강수량(00~24h만)(mm),합계 일조시간(hr),합계 일사량(MJ/m2)
258,보성군,Jun-19,21.6,26.4,271.2,228.1,375.57
258,보성군,Jul-19,24.7,28.2,251,176.5,312.54
258,보성군,Aug-19,26.3,30.9,77.5,230,347.14
258,보성군,Sep-19,22.4,26.6,266.2,145.9,240.89
258,보성군,Oct-19,16.5,22.2,217.9,233.7,266.57
258,보성군,Nov-19,10.7,17.1,26.5,200.6,218
258,보성군,Dec-19,4.6,10.2,28.4,169,272.84
258,보성군,Jan-20,5.1,9.5,85.2,144,262.29
258,보성군,Feb-20,5.4,10.9,44.9,172.1,346.34
258,보성군,Mar-20,8.6,15,57.4,244.3,550.42
258,보성군,Apr-20,11.4,18,80.2,270.5,658.32
258,보성군,May-20,18.1,23.4,194.9,196.4,589.08
258,보성군,Jun-20,23.3,28,417.8,197.7,592.48
258,보성군,Jul-20,23.5,26.7,405.7,66.7,378.37
258,보성군,Aug-20,27.8,31.6,204.2,168.3,535.31
258,보성군,Sep-20,21.5,26.3,181,165,449.82
258,보성군,Oct-20,15.9,22.2,24.7,236.1,483.36
258,보성군,Nov-20,11.2,16.7,11.5,175.3,326.26
258,보성군,Dec-20,3.2,9.1,8.7,194.7,306.79
258,보성군,Jan-21,2,8,24.5,179.6,319.27
258,보성군,Feb-21,5.5,11.9,30.1,175.7,360.69
258,보성군,Mar-21,10.5,16.4,175.4,221.9,516.11
258,보성군,Apr-21,13.9,20,94.9,230.1,620.76
258,보성군,May-21,17.9,23.3,144.9,215.5,627.4
258,보성군,Jun-21,22.9,27.4,119.4,220.4,652.94
258,보성군,Jul-21,26.6,30.6,525.1,199,615.47
258,보성군,Aug-21,26.3,30.7,408.7,185.2,570.41
258,보성군,Sep-21,22.7,27,110.3,117.1,390.88
258,보성군,Oct-21,17,23.3,35.2,222.3,468.73
258,보성군,Nov-21,10.1,16.7,37.7,190.3,325.57
258,보성군,Dec-21,4.3,10.5,2.1,191.5,308.62
258,보성군,Jan-22,2.3,8,0.6,208.7,351.55
258,보성군,Feb-22,2.5,8.2,0.3,212.1,423.48
258,보성군,Mar-22,9.2,15.6,173.3,188.7,480.58
258,보성군,Apr-22,14.7,21.2,102.6,222.8,603.79
258,보성군,May-22,18.6,25.4,2.5,288.6,759.25
258,보성군,Jun-22,23.1,27.4,103.6,166.2,570.95
258,보성군,Jul-22,26.9,31,264.3,188.7,602
258,보성군,Aug-22,26.6,30.5,156.2,140.6,500.17
258,보성군,Sep-22,22.5,27.5,143.5,161.1,465.26
258,보성군,Oct-22,15.6,22,15.7,254.2,506.96
258,보성군,Nov-22,11.5,18.6,81.7,188.5,338.1
258,보성군,Dec-22,2,6.8,12.1,182.5,304.32
258,보성군,Jan-23,2.1,8,69.9,200.2,337.12
258,보성군,Feb-23,4.6,10.9,31.5,175.7,377.29
258,보성군,Mar-23,10.2,17.6,47.9,224.8,523.37
258,보성군,Apr-23,13.4,19.5,100.8,189.1,514.33
258,보성군,May-23,18.1,23.4,335.7,178.6,557.78
258,보성군,Jun-23,23,27.6,374,206.1,611.25
258,보성군,Jul-23,25.8,29.1,553.2,89.9,400.28
258,보성군,Aug-23,27.5,32.1,162.1,237.6,638.83
258,보성군,Sep-23,24,28.7,156.3,169.9,474.77
258,보성군,Oct-23,16.3,23.1,7,238.3,488.87
258,보성군,Nov-23,9.8,15.5,109.8,181.5,340.13
258,보성군,Dec-23,4.6,10.2,67.4,154.1,265.33
258,보성군,Jan-24,3.4,8.2,40.1,172.6,311.39
258,보성군,Feb-24,6.1,10.8,206.8,114.3,275.18
258,보성군,Mar-24,8.3,14.1,88.2,196,482.73
258,보성군,Apr-24,15.1,20.9,198.4,169.8,494.12
258,보성군,May-24,18.4,24.7,239.2,268,726.84
258,보성군,Jun-24,23,27.8,243,204.3,594.65
258,보성군,Jul-24,26.9,30.5,383.3,130.4,502.58
258,보성군,Aug-24,28.7,33.8,34.2,272.1,703.18
258,보성군,Sep-24,26.1,30.9,239.2,216.2,532.67
258,보성군,Oct-24,18,23.3,150.1,162.4,391.6
258,보성군,Nov-24,11.7,17.2,103.9,160.9,315.32
258,보성군,Dec-24,4.2,9.5,1.8,187.8,309.72
259,강진군,Jan-15,2.1,7.1,28.8,171.6,511.18
259,강진군,Feb-15,3,8.1,28.7,152.3,528.67
259,강진군,Mar-15,7.2,14.4,41,237.7,790.61
259,강진군,Apr-15,12.7,18.8,188.7,174.5,490.86
259,강진군,May-15,18.3,24.5,121.6,271.7,550.33
259,강진군,Jun-15,21.1,25.5,125.8,158.3,350.84
259,강진군,Jul-15,24.4,28.3,203,170.8,340.57
259,강진군,Aug-15,24.9,29.7,166.2,194.8,346.98
259,강진군,Sep-15,20.8,26.7,97.9,211.6,354.99
259,강진군,Oct-15,15.6,22.6,77.8,234.7,354.9
259,강진군,Nov-15,11.6,16.1,100.6,96,190
259,강진군,Dec-15,5.6,10.1,60.3,134.9,281.42
259,강진군,Jan-16,1.1,5.4,59.6,139.6,287.62
259,강진군,Feb-16,3.1,8.4,46,169.6,316.38
259,강진군,Mar-16,7.5,13.7,99.3,218.7,403.36
259,강진군,Apr-16,14.2,20.2,244.5,195.9,363.75
259,강진군,May-16,18.5,24.4,159.6,236.7,400.77
259,강진군,Jun-16,22.1,26.1,142.1,137.5,266.56
259,강진군,Jul-16,25.8,29.7,220.9,220.3,330.69
259,강진군,Aug-16,27,32.8,39,270.2,358.28
259,강진군,Sep-16,22.3,27.2,241.1,141.5,226.91
259,강진군,Oct-16,17.2,21.8,215.8,112.4,229.9
259,강진군,Nov-16,9.2,14.9,90.8,161.8,301.99
259,강진군,Dec-16,4.9,10.4,60.7,139.2,305.05
259,강진군,Jan-17,2.2,7.4,9.7,188.8,404.58
259,강진군,Feb-17,2.8,8.6,27.4,186.9,440.64
259,강진군,Mar-17,6.7,13.5,25,212.3,531.25
259,강진군,Apr-17,13.7,20.9,51.4,254.5,543.66
259,강진군,May-17,18.4,25.2,17.1,275.9,559.6
259,강진군,Jun-17,21.7,27,62,219,457.48
259,강진군,Jul-17,,30.3,182.1,114,232.35
259,강진군,Aug-17,26.5,31.4,199.2,212.3,309.82
259,강진군,Sep-17,21.5,27.2,98.1,195.1,267.14
259,강진군,Oct-17,16.5,22.4,115.4,167.6,266.33
259,강진군,Nov-17,8.1,15.1,2.4,187.5,298.7
259,강진군,Dec-17,2,7.6,26.4,153.4,318.29
259,강진군,Jan-18,0,4.9,35.7,174.7,316.94
259,강진군,Feb-18,1.6,7.6,24.3,171.8,309.94
259,강진군,Mar-18,8.6,14.8,149.1,199.7,354.66
259,강진군,Apr-18,13.7,19.7,153.1,213,355.33
259,강진군,May-18,18.3,23.5,95.7,189.6,330.28
259,강진군,Jun-18,22.6,27.7,252.3,223,303.49
259,강진군,Jul-18,27.3,32,44,253.6,300.93
259,강진군,Aug-18,27.8,32.3,384,219.6,236.73
259,강진군,Sep-18,21.2,26.3,166.5,155.9,265.87
259,강진군,Oct-18,14.5,20.7,260.6,221,360.28
259,강진군,Nov-18,9.4,16.4,38.8,182.9,328.15
259,강진군,Dec-18,3.5,8.4,30.4,143.5,395.91
259,강진군,Jan-19,2.3,7.5,10.1,190.8,478.12
259,강진군,Feb-19,3.8,9.3,35.2,157,460.95
259,강진군,Mar-19,8.1,14.7,56.8,217.9,576.19
259,강진군,Apr-19,12.2,18.1,96.3,184,480.62
259,강진군,May-19,18.1,25.2,137,292.4,597.71
259,강진군,Jun-19,21.5,26.5,275.1,212.9,452.44
259,강진군,Jul-19,24.7,28.6,247.4,156.6,331.92
259,강진군,Aug-19,26.4,30.8,94,213.4,404.13
259,강진군,Sep-19,22.7,27.3,285.6,148.2,305.76
259,강진군,Oct-19,16.6,22.6,183.1,203.6,373.16
259,강진군,Nov-19,10.6,17.2,22,172.9,328.6
259,강진군,Dec-19,4.4,10.2,39,156.3,375.17
259,강진군,Jan-20,4.7,9.4,95,138,268.2
259,강진군,Feb-20,5.1,10.6,40.9,166.7,298.44
259,강진군,Mar-20,8.4,14.6,37.9,230.6,481.02
259,강진군,Apr-20,11,17.4,63.6,277.7,590.13
259,강진군,May-20,17.9,23,161.5,201.3,523.72
259,강진군,Jun-20,22.7,27.4,332.1,205.4,553.8
259,강진군,Jul-20,23.2,26.7,398.5,71.6,338.02
259,강진군,Aug-20,27.6,31.5,253.1,193.6,527.54
259,강진군,Sep-20,21.3,26.2,221,161.4,421.79
259,강진군,Oct-20,15.3,21.8,24.7,218.5,443.39
259,강진군,Nov-20,10.7,16.2,12.1,159.6,269.22
259,강진군,Dec-20,2.5,8.6,14,172.2,250.3
259,강진군,Jan-21,1.4,7.3,38.4,167.5,265.34
259,강진군,Feb-21,5.2,11.1,33.7,155.6,321.05
259,강진군,Mar-21,10.1,16.3,153.3,203.9,505.9
259,강진군,Apr-21,13.9,20.1,50.5,224.5,605.24
259,강진군,May-21,17.8,23.6,130.8,201.4,609.33
259,강진군,Jun-21,22.8,27.9,134.3,203.6,629.65
259,강진군,Jul-21,26.6,31,498.1,172,572.25
259,강진군,Aug-21,26.3,31.1,269.9,152.9,523.99
259,강진군,Sep-21,22.9,27.3,105.6,103.8,380.61
259,강진군,Oct-21,17,23.4,21.4,204.8,448.25
259,강진군,Nov-21,9.8,16.5,54.5,166.3,302.59
259,강진군,Dec-21,3.8,10.1,4.3,146.8,272.3
259,강진군,Jan-22,1.8,7.4,2.2,182.3,331.91
259,강진군,Feb-22,2.1,7.7,1.9,188.8,392.57
259,강진군,Mar-22,9.1,15.4,162.9,174.9,454.73
259,강진군,Apr-22,14.4,21.7,99,225.5,610.22
259,강진군,May-22,18.2,25.4,1.4,268.1,737.42
259,강진군,Jun-22,23.1,27.9,97.4,147.4,531.26
259,강진군,Jul-22,27.1,31.5,230.8,165.6,571.05
259,강진군,Aug-22,26.8,31.1,158.9,121.1,473.95
259,강진군,Sep-22,22.6,28,189.3,157.2,467.4
259,강진군,Oct-22,15.5,22.2,23.5,237.1,484.52
259,강진군,Nov-22,11.2,18.5,44.3,172.8,323.22
259,강진군,Dec-22,1.7,6.9,21.7,141.5,264.38
259,강진군,Jan-23,1.8,7.8,76,168.7,310.87
259,강진군,Feb-23,4,10.6,39.7,170.2,363.65
259,강진군,Mar-23,10,17.4,38.2,218.8,510.34
259,강진군,Apr-23,13.5,19.5,95.7,184,511.44
259,강진군,May-23,18.3,23.9,321.7,176.2,557.62
259,강진군,Jun-23,22.9,27.8,171.5,181.8,551.08
259,강진군,Jul-23,26.1,29.6,562.6,88.6,398.67
259,강진군,Aug-23,27.6,32.7,349.2,219.1,609.14
259,강진군,Sep-23,24.1,29.4,124.4,147.7,457.76
259,강진군,Oct-23,16.4,23.1,6.3,200.1,426.24
259,강진군,Nov-23,9.9,15.6,85.7,131.7,271.75
259,강진군,Dec-23,4.8,10.1,62.3,112.5,211.8
259,강진군,Jan-24,3.1,8.1,52.3,141.4,282.71
259,강진군,Feb-24,6,10.6,163.5,102.5,254.08
259,강진군,Mar-24,8,14,73.3,181.8,462.78
259,강진군,Apr-24,15.5,21.5,151.4,176.5,498.41
259,강진군,May-24,18.3,25.1,174.4,248.9,686.83
259,강진군,Jun-24,22.8,28,228.2,181.3,568.19
259,강진군,Jul-24,27,30.7,243.5,107.7,456.83
259,강진군,Aug-24,28.8,34.4,65.5,251,654.58
259,강진군,Sep-24,26.2,31.5,432.7,197.8,501.33
259,강진군,Oct-24,17.9,23.3,127.5,126.5,324.19
259,강진군,Nov-24,11.8,17.3,106.9,143,291.36
259,강진군,Dec-24,4.2,9.3,4,155.1,279.42
260,장흥,Jan-15,2.2,7.5,25.6,166.5,
260,장흥,Feb-15,3.2,8.5,29.4,142.4,
260,장흥,Mar-15,7.4,14.6,39.5,223.1,0
260,장흥,Apr-15,12.9,19.3,178.6,157.9,
260,장흥,May-15,18.3,25.1,124.5,252.3,
260,장흥,Jun-15,21.2,25.5,104.9,124.2,
260,장흥,Jul-15,24.5,28.7,231,128.3,
260,장흥,Aug-15,25.1,30.1,149,164.6,
260,장흥,Sep-15,20.4,26.3,64.4,203.4,
260,장흥,Oct-15,15.1,22.3,77.9,228.2,
260,장흥,Nov-15,11.4,16,84.3,91.5,
260,장흥,Dec-15,5.1,10.1,51.9,138.2,
260,장흥,Jan-16,1,5.5,54,152,
260,장흥,Feb-16,2.9,8.5,50.5,176.6,
260,장흥,Mar-16,7.4,14.2,90.3,211.7,
260,장흥,Apr-16,14.1,20.3,222.9,192.5,
260,장흥,May-16,18.2,24.1,133.2,230.1,
260,장흥,Jun-16,21.9,25.7,141.5,120.5,
260,장흥,Jul-16,25.7,29.5,208.3,194.8,
260,장흥,Aug-16,26.7,32.2,50.1,270.2,
260,장흥,Sep-16,22.1,26.8,233.7,120.8,
260,장흥,Oct-16,17.1,21.8,197.5,107.5,
260,장흥,Nov-16,9.3,15.1,77.5,162.5,
260,장흥,Dec-16,4.8,10.6,53.7,156.9,
260,장흥,Jan-17,2.1,7.7,11.6,195.6,
260,장흥,Feb-17,2.9,9,33.3,189.9,
260,장흥,Mar-17,6.9,14.1,29.1,210.2,
260,장흥,Apr-17,14.3,21.6,52.5,243.9,
260,장흥,May-17,18.9,26,29.9,241.5,
260,장흥,Jun-17,21.8,27.1,123.2,195.2,
260,장흥,Jul-17,26.7,30.7,251,138.7,
260,장흥,Aug-17,26.2,30.8,216.5,215.1,
260,장흥,Sep-17,21,26.6,96.4,183,
260,장흥,Oct-17,16,22.1,101.1,159.2,
260,장흥,Nov-17,7.6,14.9,1.7,192.7,
260,장흥,Dec-17,1.4,7.4,23.4,172.3,
260,장흥,Jan-18,-0.3,4.9,38.1,181.5,
260,장흥,Feb-18,1.3,7.8,26.3,166,
260,장흥,Mar-18,8.6,15.1,133.8,189.4,
260,장흥,Apr-18,13.5,19.7,112.2,194.6,
260,장흥,May-18,18.1,23.3,81.7,162.6,
260,장흥,Jun-18,22.2,27.4,220.2,176.1,
260,장흥,Jul-18,26.9,31.4,87.3,158.2,
260,장흥,Aug-18,27.6,31.7,302.8,205.7,
260,장흥,Sep-18,21.1,26.1,144.3,145.9,
260,장흥,Oct-18,13.9,20.8,193.5,227.3,
260,장흥,Nov-18,9,16.6,35.2,187.2,
260,장흥,Dec-18,3.5,8.7,35.5,157.8,
260,장흥,Jan-19,2.1,7.9,13.1,206.2,
260,장흥,Feb-19,3.9,9.7,41.4,161.1,
260,장흥,Mar-19,8.1,15.1,62.4,207.2,
260,장흥,Apr-19,12.3,18.4,78.5,173.5,
260,장흥,May-19,18,25.6,145.9,287.4,
260,장흥,Jun-19,21.5,26.6,262.2,201,
260,장흥,Jul-19,25.2,29.4,268.5,146.7,
260,장흥,Aug-19,26.3,30.8,91.8,202,
260,장흥,Sep-19,22.5,27.4,252.2,131.7,
260,장흥,Oct-19,16.2,22.5,236.5,209.9,
260,장흥,Nov-19,9.9,16.9,30.1,187.3,
260,장흥,Dec-19,3.8,9.7,34.8,166.1,
260,장흥,Jan-20,4.3,9.3,100.8,142.1,
260,장흥,Feb-20,4.7,10.4,41.3,177.5,
260,장흥,Mar-20,8.1,14.7,39.6,236.3,
260,장흥,Apr-20,10.4,17.2,63.3,268.2,
260,장흥,May-20,17.5,22.6,152.7,199.6,
260,장흥,Jun-20,22.3,27,311.5,193.2,
260,장흥,Jul-20,22.8,26.2,354.1,68.6,
260,장흥,Aug-20,27,31.1,355.1,167.6,
260,장흥,Sep-20,20.7,25.6,219.2,151.5,
260,장흥,Oct-20,14.5,21.5,21.9,229.7,
260,장흥,Nov-20,10,15.9,20.1,174.7,
260,장흥,Dec-20,2,8.4,12.6,189.6,
260,장흥,Jan-21,1,7.1,32.2,176.1,
260,장흥,Feb-21,4.7,11.1,34.5,179.4,
260,장흥,Mar-21,9.6,15.9,160,215.1,
260,장흥,Apr-21,13.3,19.6,53.8,234,
260,장흥,May-21,17.3,22.9,122.8,221.7,
260,장흥,Jun-21,22.2,27,110.1,221.3,
260,장흥,Jul-21,26,30.1,452.5,197.6,
260,장흥,Aug-21,25.7,30.2,330.7,186.3,
260,장흥,Sep-21,22.4,26.6,96.3,120.6,
260,장흥,Oct-21,16.1,22.8,35.4,217.3,
260,장흥,Nov-21,9.1,16.4,43.5,182.5,
260,장흥,Dec-21,3.2,10,3.7,180.6,
260,장흥,Jan-22,1.2,7.2,1.7,203.3,
260,장흥,Feb-22,1.6,7.6,0.2,214,
260,장흥,Mar-22,8.6,15.2,151.9,185,
260,장흥,Apr-22,13.9,21.3,91.9,232.4,
260,장흥,May-22,17.6,24.9,0.8,291,
260,장흥,Jun-22,22.6,27,84.4,164.6,
260,장흥,Jul-22,26.4,30.2,205.5,197,
260,장흥,Aug-22,26.2,30.4,157.2,137.4,
260,장흥,Sep-22,22,27.2,154.9,170.7,
260,장흥,Oct-22,14.6,21.7,22.1,250.1,
260,장흥,Nov-22,10.4,18.4,35.3,192,
260,장흥,Dec-22,1.1,6.4,10,173.8,
260,장흥,Jan-23,1.2,7.5,63.1,191.6,
260,장흥,Feb-23,3.5,10.6,26.5,177.3,
260,장흥,Mar-23,9.6,17.4,44,226.2,
260,장흥,Apr-23,13.1,19.2,109.5,188.5,
260,장흥,May-23,17.7,23.2,286.2,188,
260,장흥,Jun-23,22.5,27.5,219.1,204.8,
260,장흥,Jul-23,25.7,29.2,575.2,110.2,
260,장흥,Aug-23,26.9,32,356.2,235,
260,장흥,Sep-23,23.5,28.8,152.9,164.7,
260,장흥,Oct-23,15.3,22.7,7.5,227.5,
260,장흥,Nov-23,9.3,15.4,93,175.8,
260,장흥,Dec-23,4.4,10.2,51.9,144.3,
260,장흥,Jan-24,2.6,7.9,42.9,165.5,
260,장흥,Feb-24,5.8,10.7,145.4,110.7,
260,장흥,Mar-24,7.6,13.8,68.2,198.1,
260,장흥,Apr-24,14.9,21.1,162.9,181.1,
260,장흥,May-24,17.9,24.5,163.5,269.8,
260,장흥,Jun-24,22.5,27.7,222.9,199.2,
260,장흥,Jul-24,26.6,30.3,350.3,125.4,
260,장흥,Aug-24,28.2,33.7,58.3,284.9,
260,장흥,Sep-24,25.5,30.8,423.3,205.5,
260,장흥,Oct-24,17.5,23,139.8,154.8,
260,장흥,Nov-24,11.1,17.2,104.2,162.9,
260,장흥,Dec-24,3.5,9.2,2.3,182.2,
261,해남,Jan-15,2.8,7.4,31.3,163.2,
261,해남,Feb-15,3.4,8,22,130.4,
261,해남,Mar-15,7.2,14,29.5,213,0
261,해남,Apr-15,12.9,18.8,173.1,156.5,
261,해남,May-15,18.1,24.5,95.4,258,
261,해남,Jun-15,21.4,25.8,165.1,133.9,
261,해남,Jul-15,24.3,28,224.3,146.7,
261,해남,Aug-15,25,29.5,155.7,191.2,
261,해남,Sep-15,20.4,26.8,67.9,208.6,
261,해남,Oct-15,15.1,22.5,63.3,228.9,
261,해남,Nov-15,11.2,15.7,77.4,86.3,
261,해남,Dec-15,4.9,9.7,52.8,132.6,
261,해남,Jan-16,0.4,4.8,56.3,127.7,
261,해남,Feb-16,2.4,7.7,24.1,179.7,
261,해남,Mar-16,6.6,13.3,93.7,220.6,
261,해남,Apr-16,13.3,19.6,175.7,185.1,
261,해남,May-16,17.8,24.1,111.6,224.7,
261,해남,Jun-16,21.8,26.2,103.5,136.3,
261,해남,Jul-16,25.9,29.9,205.4,207.1,
261,해남,Aug-16,27.2,33.4,25.1,281.6,
261,해남,Sep-16,22.2,27.5,194,130.8,
261,해남,Oct-16,16.8,21.5,228.6,98.6,
261,해남,Nov-16,8.7,14.5,84.5,165.7,
261,해남,Dec-16,4.4,9.9,57.7,146.6,
261,해남,Jan-17,1.6,6.9,8.8,183.7,
261,해남,Feb-17,1.9,8,23.7,186.3,
261,해남,Mar-17,5.5,12.8,24,209.2,
261,해남,Apr-17,12.9,20.4,42.7,244.5,
261,해남,May-17,17.7,25.3,9.6,259.9,
261,해남,Jun-17,21.6,27.4,24.4,201.5,
261,해남,Jul-17,27.2,31,162.7,147.2,
261,해남,Aug-17,26.6,31.8,198.9,234,
261,해남,Sep-17,21.3,27.1,86.5,191.4,
261,해남,Oct-17,15.7,21.9,113.3,166.6,
261,해남,Nov-17,7.3,14.5,2.2,192.1,
261,해남,Dec-17,1.1,7,28.5,157.7,
261,해남,Jan-18,-0.9,4.2,44.8,163.6,
261,해남,Feb-18,0.3,6.5,24.3,162,
261,해남,Mar-18,8,14.4,147.6,192.5,
261,해남,Apr-18,13,19.5,120.1,203.3,
261,해남,May-18,18,23.5,75.3,158.2,
261,해남,Jun-18,21.7,27.4,238.9,205.8,
261,해남,Jul-18,26.7,31.9,18.8,262.1,
261,해남,Aug-18,27.5,32.3,204.2,214.3,
261,해남,Sep-18,20.7,26.1,128.4,154,
261,해남,Oct-18,13.3,19.8,214.1,227.7,
261,해남,Nov-18,7.9,15.4,44.6,196.5,
261,해남,Dec-18,2.3,7.3,36,148.8,
261,해남,Jan-19,0.5,6.1,14.5,196.3,
261,해남,Feb-19,2.2,8,33.5,152.9,
261,해남,Mar-19,6.5,13.2,49,205.9,
261,해남,Apr-19,10.9,17.1,61.1,178.9,
261,해남,May-19,16.7,24.2,99,282.7,
261,해남,Jun-19,20.5,26,45.1,212.8,
261,해남,Jul-19,24.2,28.1,181.9,155.5,
261,해남,Aug-19,25.6,30.6,205.2,214.9,
261,해남,Sep-19,22,27,258.9,147.1,
261,해남,Oct-19,15.8,22.1,223.7,202.9,
261,해남,Nov-19,10.1,16.8,12.8,186.7,
261,해남,Dec-19,3.6,9.5,37.3,169.3,
261,해남,Jan-20,3.8,8.5,75.8,135.5,
261,해남,Feb-20,4.2,9.9,27.8,164.3,
261,해남,Mar-20,7.5,14,27,233.3,
261,해남,Apr-20,9.8,16.3,56.7,263.3,
261,해남,May-20,17.1,22.1,188.1,192.4,
261,해남,Jun-20,22,26.8,257.7,198.1,
261,해남,Jul-20,22.7,26.3,319.6,73.5,
261,해남,Aug-20,27.4,31.4,153.7,184.5,
261,해남,Sep-20,20.8,26,295.7,158.7,
261,해남,Oct-20,14.3,21.1,27.4,228.4,
261,해남,Nov-20,10,15.7,6.9,171.5,
261,해남,Dec-20,1.4,8,13.9,177.7,
261,해남,Jan-21,0.9,6.7,36.3,170.7,
261,해남,Feb-21,4.3,10.2,33.1,168.9,
261,해남,Mar-21,8.9,15.4,127.2,210.1,
261,해남,Apr-21,13,19.2,43.5,239.4,
261,해남,May-21,17.1,22.9,128.9,225.5,
261,해남,Jun-21,22.3,27.3,127.4,230.9,
261,해남,Jul-21,26.3,30.5,500.7,204.5,
261,해남,Aug-21,25.8,30.6,172.3,186.2,
261,해남,Sep-21,22,26.4,108.2,126.3,
261,해남,Oct-21,15.6,22.3,25.8,221.7,
261,해남,Nov-21,8.5,15.6,77.9,187.9,
261,해남,Dec-21,2.3,8.9,6.6,174.7,
261,해남,Jan-22,-0.1,5.6,5,204.3,
261,해남,Feb-22,0.2,6.2,3.9,204.4,
261,해남,Mar-22,7.5,14.1,113.7,179.9,
261,해남,Apr-22,12.6,20.2,24.5,239.4,
261,해남,May-22,16.3,23.4,1.3,287.8,
261,해남,Jun-22,22.9,27.1,70.7,172.5,
261,해남,Jul-22,26.5,30.4,193.6,214.6,
261,해남,Aug-22,26.6,30.3,115.6,149.5,
261,해남,Sep-22,22.1,27.1,180,170.2,
261,해남,Oct-22,14.9,21.3,27,245.7,
261,해남,Nov-22,10.8,18.2,30.7,187.9,
261,해남,Dec-22,1.4,6.7,28.5,171.6,
261,해남,Jan-23,1.7,7.5,50.4,183.3,
261,해남,Feb-23,3.2,9.3,33.9,177.4,
261,해남,Mar-23,9.2,16.8,32.2,229,
261,해남,Apr-23,13.2,19.1,91.9,202,
261,해남,May-23,18,23.3,263.6,184.5,
261,해남,Jun-23,22.3,26.5,153.7,139.7,
261,해남,Jul-23,26,29.3,526,113.3,
261,해남,Aug-23,26.9,32.2,199.8,256,
261,해남,Sep-23,23.7,29,124.7,190.7,
261,해남,Oct-23,15.9,22.6,4.9,234.6,
261,해남,Nov-23,10.2,15.4,81.6,167.1,
261,해남,Dec-23,5.1,10.1,56.6,133.7,
261,해남,Jan-24,3.2,7.9,43.3,161.1,
261,해남,Feb-24,6.1,10.6,110.6,108.4,
261,해남,Mar-24,7.8,13.6,65.1,189.2,
261,해남,Apr-24,14.8,20.8,91.4,180.4,
261,해남,May-24,17.9,24.1,129.2,276.2,0
261,해남,Jun-24,22.4,27.5,185.8,197.1,
261,해남,Jul-24,26.8,29.7,269.8,146.2,
261,해남,Aug-24,28.3,33.7,42.4,286.9,
261,해남,Sep-24,26.1,31.2,328.8,231.7,
261,해남,Oct-24,17.7,23.1,126.1,136.8,
261,해남,Nov-24,11.6,17.1,101.9,168.7,
261,해남,Dec-24,3.9,9.2,9.6,176.1,
262,고흥,Jan-15,2.9,8.1,30.5,168.5,
262,고흥,Feb-15,3.8,9,51.5,155.2,
262,고흥,Mar-15,8,14.6,77.9,221.5,
262,고흥,Apr-15,13.3,18.6,297.6,151.9,
262,고흥,May-15,18.4,24.6,153.5,255.9,
262,고흥,Jun-15,20.9,25.1,113.6,128.2,
262,고흥,Jul-15,24,27.9,249.9,148.4,
262,고흥,Aug-15,24.8,29.7,166,190.9,
262,고흥,Sep-15,20.8,26.3,82.8,196.4,
262,고흥,Oct-15,15.7,22.4,62,238.6,
262,고흥,Nov-15,11.5,16.2,70.1,102.1,
262,고흥,Dec-15,5.4,10.3,24.3,148.6,
262,고흥,Jan-16,1.3,5.7,57.5,157.8,
262,고흥,Feb-16,3.3,8.6,56.2,192.2,
262,고흥,Mar-16,7.8,13.7,84.2,211.4,
262,고흥,Apr-16,13.8,19.5,264.7,184.1,
262,고흥,May-16,18,24,128.2,222.9,
262,고흥,Jun-16,21.5,25.4,117.5,121.9,
262,고흥,Jul-16,25.3,29.2,173.3,194.2,
262,고흥,Aug-16,26.6,32.1,47.4,266.3,
262,고흥,Sep-16,22.1,26.3,302.2,121.3,
262,고흥,Oct-16,16.9,21.4,193.7,101.5,
262,고흥,Nov-16,9.2,14.9,107.2,159.4,
262,고흥,Dec-16,4.7,10.3,109.8,166.5,
262,고흥,Jan-17,2,7.5,13.2,193,
262,고흥,Feb-17,3,8.9,38.8,190.7,0
262,고흥,Mar-17,6.7,13.3,26.5,211.5,
262,고흥,Apr-17,14.1,20.5,74.2,238.3,
262,고흥,May-17,18.2,24.7,30.1,259.6,
262,고흥,Jun-17,21,26.5,274.7,204.4,
262,고흥,Jul-17,26.4,30.4,269.5,158.1,
262,고흥,Aug-17,26.3,30.9,109.8,222.9,
262,고흥,Sep-17,21.4,26.6,126.6,182.1,
262,고흥,Oct-17,16.3,21.8,139.6,160.2,
262,고흥,Nov-17,7.9,14.9,1.4,196.9,
262,고흥,Dec-17,1.6,7.5,11,191.6,
262,고흥,Jan-18,-0.1,5.2,26.8,181.4,
262,고흥,Feb-18,1.5,7.6,35.1,175.6,
262,고흥,Mar-18,8.5,14.7,195.9,205,
262,고흥,Apr-18,13.5,19.5,128.8,209.3,
262,고흥,May-18,17.8,23,106.6,177.9,
262,고흥,Jun-18,21.4,26.5,268.9,208.7,
262,고흥,Jul-18,26.4,31,107.7,242.5,
262,고흥,Aug-18,27.4,31.5,109.2,202.7,
262,고흥,Sep-18,21,25.4,235,143,
262,고흥,Oct-18,14,20.3,174.7,219.7,
262,고흥,Nov-18,8.7,16.1,38.4,181.6,
262,고흥,Dec-18,3.4,8.5,31.7,159.1,
262,고흥,Jan-19,2.1,8,12.8,201,
262,고흥,Feb-19,3.7,9.6,40.6,164.3,
262,고흥,Mar-19,8.2,14.4,71.7,220.5,
262,고흥,Apr-19,12.1,17.5,75.1,175.9,
262,고흥,May-19,17.7,24.8,140.6,260.4,
